"caminho","tipo","objetivo","disciplina","classificação","página","serviço","prioridade","esforço","risco"
"storage/content/oab/17-exame/provas/caderno-de-prova-04-9o2zwt.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-administrativo-p4q5jm.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-civil-g3lan6.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-constitucional-aoi9pq.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-do-trabalho-1qmz09.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-empresarial-vxp9dg.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-penal-l3b60i.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/17-exame/provas/caderno-de-provas-direito-tributario-wdtyaj.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/provas/esclarecimento-materiais-e-procedimentos-para-consulta-da-prova-pratico-profissional-166pcv.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/17-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/18-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1ophiw.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-1-34r88r.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-2-109w8g.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-3-9ulf4i.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-prova-tipo-4-tcz9px.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-administrativo-15ofpz.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-civil-1l0rci.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-constitucional-h1cqu7.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-do-trabalho-1xvx06.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-empresarial-1ys78g.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-penal-1mai88.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/18-exame/provas/caderno-de-provas-direito-tributario-y8p7mx.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/18-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/19-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-14pawg.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-1-1hvk6o.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-2-18a4lo.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-3-oqsrig.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-prova-tipo-4-1ico77.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-administrativo-1uxypj.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-civil-1bmn5x.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-constitucional-o9zw1g.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-do-trabalho-1eo0tm.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-empresarial-1jb92v.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-penal-q68kux.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/19-exame/provas/caderno-de-provas-direito-tributario-dm88p5.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/19-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9n9ffh.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-examinandos-de-salvador-ba-1et8zc.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-15xg3w.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-1-reaplicacao-salvador-ba-65x7zi.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-maj79k.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-2-reaplicacao-salvador-ba-1dqk0x.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-bocpwt.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-3-reaplicacao-salvador-ba-wre74g.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-1458pu.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-prova-tipo-4-reaplicacao-salvador-ba-1aobzd.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-administrativo-1vqru8.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-administrativo-reaplicacao-porto-velho-ro-1ghgn2.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-reaplicacao-porto-velho-ro-4mstai.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-civil-sniqax.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-constitucional-reaplicacao-porto-velho-ro-10ewfi.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-constitucional-viwa5u.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-do-trabalho-144a12.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-do-trabalho-reaplicacao-porto-velho-ro-1xbrxh.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-empresarial-4rlub2.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-empresarial-reaplicacao-porto-velho-ro-shohmj.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-penal-oef0i.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-penal-reaplicacao-porto-velho-ro-1v4qt4.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-tributario-1rnh5z.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/provas/caderno-de-provas-direito-tributario-reaplicacao-porto-velho-ro-sak8p5.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/20-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-01-uwdyvp.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-02-uwxrh2.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-03-uxhk2f.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/gabaritos/gabarito-do-caderno-de-prova-04-uy1cns.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-01-1uw61u.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-02-1uwpug.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-03-1ux9n1.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-04-1uxtfm.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-administrativo-1ws6qe.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-civil-dex9z1.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-constitucional-1lxr7l.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-do-trabalho-fmjw4h.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-empresarial-1ptnu8.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-penal-10c8zo.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/2010-2-exame/provas/caderno-de-prova-direito-tributario-1nxefc.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/2010-2-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/2010-3-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/21-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-rv9qdu.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-1-l5p1dl.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-2-1g9l1x.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-3-c5mgwq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-prova-tipo-4-172rxv.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-administrativo-s0c6e9.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-civil-hk4onq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-constitucional-16hlwp.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-do-trabalho-186spb.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-empresarial-1423pp.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-penal-j5l4cg.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/21-exame/provas/caderno-de-provas-direito-tributario-yctc4.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/21-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/22-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-mzcemy.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-1-13b7mz.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-2-ufp8vd.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-3-1hz8f5.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-prova-tipo-4-f45v7w.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-administrativo-191tz4.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-civil-1h1oj4.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-constitucional-1sjbr2.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-do-trabalho-12bkwq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-empresarial-fmwp31.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-penal-gu1b5q.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/22-exame/provas/caderno-de-provas-direito-tributario-1x570d.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/22-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/23-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1ojpwd.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-1-1c1xvg.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-2-1iefak.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-3-ysnkop.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-prova-tipo-4-ljdfnt.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-administrativo-y6jdmh.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-civil-hj8jk8.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-constitucional-1fuojd.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-do-trabalho-1et8my.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-empresarial-vbdzef.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-penal-ahpwjf.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/23-exame/provas/caderno-de-provas-direito-tributario-1sr5xa.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/23-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/24-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9c1rjf.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-1-49qjjq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-2-111h6i.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-3-4odvg5.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-prova-tipo-4-6f5zoy.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-administrativo-5ubhw.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-civil-19iftj.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-constitucional-n0zgmw.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-do-trabalho-1yfvfn.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-empresarial-iz0gam.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-penal-g2zlgb.pdf","prova PDF","OAB","Direito Penal","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/24-exame/provas/caderno-de-provas-direito-tributario-tmwwol.pdf","prova PDF","OAB","Direito Tributário","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/24-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","precisa de revisão pedagógica","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/25-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-18qbq1.pdf","gabarito/padrão de resposta","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/metadata.json","container pedagógico","OAB","","precisa de taxonomia","Biblioteca","bibliotecaService","Média","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-1-1tybaf.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-2-1pw0c6.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-3-1scjjx.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-prova-tipo-4-5l4ybe.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-administrativo-dj21d2.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-administrativo-porto-alegre-rs-10826q.pdf","prova PDF","OAB","Direito Administrativo","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-1wcqbn.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-civil-porto-alegre-rs-se63et.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-constitucional-1yv27n.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-constitucional-porto-alegre-rs-lj1fuj.pdf","prova PDF","OAB","Direito Constitucional","pronto para conectar","Provas","provasService/storage público","Alta","médio","alto"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-1x22dq.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-do-trabalho-porto-alegre-rs-n1vbxj.pdf","prova PDF","OAB","","precisa de taxonomia","Provas","provasService/storage público","Alta","médio","médio"
"storage/content/oab/25-exame/provas/caderno-de-provas-direito-empresarial-14yoar.pdf","prova PDF","OAB","Direito Empresarial","pronto para conectar","Provas","provasService/storage público","Alta","médio","médio"
