"caminho","nome do arquivo","extensão","tamanho","hash","origem","formato","tipo","subtipo","objetivo","concurso","cargo","banca","ano","disciplina","assunto","subassunto","título","descrição","capítulos","questões","flashcards","mapas","simulados","leis citadas","data/versão","situação","confiança","evidência","componentes","rota","tabelas","conectado","órfão","duplicado","mock","precisa atualização","revisão humana","ação"
"storage/content/oab/13-exame/segunda-fase/padrao-de-respostas-definitivo-direito-penal-1qmwlk.pdf","padrao-de-respostas-definitivo-direito-penal-1qmwlk.pdf",".pdf","279247","7e50370e8d53812e2e6ba2aa9fc66e60a74f9131b2b8d18079639fdce109a485","storage","PDF","gabarito","gabarito definitivo","OAB","13-exame","2ª Fase OAB","não identificada","2012","multidisciplinar ou não identificada","padrao de respostas definitivo direito penal 1qmwlk","não identificado","padrao de respostas definitivo direito penal 1qmwlk","","0","0","0","0","0","CPP; CP.; CPP.","2012","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/13-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/13-exame/segunda-fase/padrao-de-respostas-definitivo-direito-tributario-bvt3ot.pdf","padrao-de-respostas-definitivo-direito-tributario-bvt3ot.pdf",".pdf","256226","c74a729a8c3b8334d6a9e36b1e5921eb880ac2e553fbed66bebd884a858a2ae3","storage","PDF","gabarito","gabarito definitivo","OAB","13-exame","2ª Fase OAB","não identificada","2012","multidisciplinar ou não identificada","padrao de respostas definitivo direito tributario bvt3ot","não identificado","padrao de respostas definitivo direito tributario bvt3ot","","0","0","0","0","0","CTN","2012","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/13-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/14-exame/metadata.json","metadata.json",".json","183","a458b63ccb0adb5559003a59ce5bf1292344db7ad89c89b10ef138bea3245651","storage","JSON","conteúdo não identificado","não identificado","OAB","14º Exame de Ordem Unificado","não identificado","FGV","2026","não identificado","metadata","não identificado","metadata","","0","0","0","0","0","","2026","conectado à plataforma; requer revisão humana","alta","metadados/diretório/nome; sem evidência; referenciado por src/components/ui/iphone.jsx, src/contexts/UserContext.jsx, src/pages/Onboarding.jsx","src/components/ui/iphone.jsx; src/pages/Onboarding.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"storage/content/oab/15-exame/metadata.json","metadata.json",".json","4594","f26a32b4442f4136999018e34d3d897681235c8f56918e137c5c3990f4819868","storage","JSON","conteúdo não identificado","não identificado","OAB","15º Exame de Ordem Unificado","não identificado","FGV","2026","Direito Administrativo","Padrão de respostas (Direito Administrativo)","não identificado","Padrão de respostas (Direito Administrativo)","","0","0","0","0","0","","2026","conectado à plataforma; requer revisão humana","alta","metadados/diretório/nome; metadados/título/nome; referenciado por src/components/ui/iphone.jsx, src/contexts/UserContext.jsx, src/pages/Onboarding.jsx","src/components/ui/iphone.jsx; src/pages/Onboarding.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-administrativo-19vvnu.pdf","caderno-de-provas-direito-administrativo-19vvnu.pdf",".pdf","2644225","50b463357aeaee5f1995b559922e13c8c242a0b1bab667ad6cd770b516117254","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","","multidisciplinar ou não identificada","caderno de provas direito administrativo 19vvnu","não identificado","caderno de provas direito administrativo 19vvnu","","0","0","0","0","0","","não identificada","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-civil-sar2hr.pdf","caderno-de-provas-direito-civil-sar2hr.pdf",".pdf","2549423","d105a492b8f7f5da71b1fefd052d05e4e6375d0ac5de7799837fef4c298959b6","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de provas direito civil sar2hr","não identificado","caderno de provas direito civil sar2hr","","0","0","0","0","0","CDC","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-constitucional-15wc24.pdf","caderno-de-provas-direito-constitucional-15wc24.pdf",".pdf","2552525","1759b7d09f008571d69fad3e14731d0f762f3868d1ec58c279599e58ed1d30cf","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de provas direito constitucional 15wc24","não identificado","caderno de provas direito constitucional 15wc24","","0","0","0","0","0","","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-do-trabalho-ys2xgc.pdf","caderno-de-provas-direito-do-trabalho-ys2xgc.pdf",".pdf","2551703","42f108e98b0414fee1daf90ca246c4011341724e4eaccddd8163431e262bfcca","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2012","multidisciplinar ou não identificada","caderno de provas direito do trabalho ys2xgc","não identificado","caderno de provas direito do trabalho ys2xgc","","0","0","0","0","0","CLT.; CLT","2012","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-empresarial-1yw2i4.pdf","caderno-de-provas-direito-empresarial-1yw2i4.pdf",".pdf","2560273","fe0cf06b7bc346bfcb47175df4f68d771c22f0374eb76c0d0e4792e7da8c36e7","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de provas direito empresarial 1yw2i4","não identificado","caderno de provas direito empresarial 1yw2i4","","0","0","0","0","0","","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-penal-1f7tn6.pdf","caderno-de-provas-direito-penal-1f7tn6.pdf",".pdf","2553053","64e466c48b5b1c8bc1b9a635fdccd2450e8204288cc80b09d1244db9dfc315dc","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de provas direito penal 1f7tn6","não identificado","caderno de provas direito penal 1f7tn6","","0","0","0","0","0","","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/provas/caderno-de-provas-direito-tributario-uumxfr.pdf","caderno-de-provas-direito-tributario-uumxfr.pdf",".pdf","2549969","2add71ba75a30ede177739370b6185b87e244586d799b790ecec5bc7338b2944","storage","PDF","prova","prova completa/multidisciplinar","OAB","15-exame","não identificado","não identificada","2003","multidisciplinar ou não identificada","caderno de provas direito tributario uumxfr","não identificado","caderno de provas direito tributario uumxfr","","0","0","0","0","0","","2003","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-administrativo-1y0o7g.pdf","padrao-de-respostas-direito-administrativo-1y0o7g.pdf",".pdf","342409","94fc2e6b2dec9713b03da418f13d8c7804e2b0ed760efa7b88802b3a5b110735","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito administrativo 1y0o7g","não identificado","padrao de respostas direito administrativo 1y0o7g","","0","0","0","0","0","Lei 4717/65","2015","disponível ao aluno; desatualizado; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","true","false","Conferir versão legal/pedagógica e atualizar antes de usar como conteúdo principal."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-civil-ymyyne.pdf","padrao-de-respostas-direito-civil-ymyyne.pdf",".pdf","340101","6ec83258fd63edc97603942cfd954438f2f1dd1309fcd11a852068340508f118","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito civil ymyyne","não identificado","padrao de respostas direito civil ymyyne","","0","0","0","0","0","CDC; CF/88; CPC.; CPC","2015","disponível ao aluno; desatualizado; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","true","false","Conferir versão legal/pedagógica e atualizar antes de usar como conteúdo principal."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-constitucional-1u0vj4.pdf","padrao-de-respostas-direito-constitucional-1u0vj4.pdf",".pdf","344096","47142767f6792eb5b96ef4090b8f7e05332e6d14366a02aa1a231f7fa4c4686a","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito constitucional 1u0vj4","não identificado","padrao de respostas direito constitucional 1u0vj4","","0","0","0","0","0","Decreto.","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-do-trabalho-cpd8cg.pdf","padrao-de-respostas-direito-do-trabalho-cpd8cg.pdf",".pdf","344814","3d2f59ceedf82506e0156fe32375c931248a95466fe3ba1b599e2f45c4fb4144","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito do trabalho cpd8cg","não identificado","padrao de respostas direito do trabalho cpd8cg","","0","0","0","0","0","CLT.; CLT; CF/88","2015","disponível ao aluno; desatualizado; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","true","false","Conferir versão legal/pedagógica e atualizar antes de usar como conteúdo principal."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-empresarial-1hz5m5.pdf","padrao-de-respostas-direito-empresarial-1hz5m5.pdf",".pdf","366679","a89b9802602441a68169c5154b6b42ab95abf94d56c88eb04a9d34fe968fcbb9","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito empresarial 1hz5m5","não identificado","padrao de respostas direito empresarial 1hz5m5","","0","0","0","0","0","CPC; CPC.","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-penal-1dlt6i.pdf","padrao-de-respostas-direito-penal-1dlt6i.pdf",".pdf","350943","d77c07db3a51aee8f0f7d1c57d67ff0b915e77cea5e1fb60d1a5d5b569e513f7","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito penal 1dlt6i","não identificado","padrao de respostas direito penal 1dlt6i","","0","0","0","0","0","CPP; Lei n.; CP.; Decreto.; lei 12.403","2015","disponível ao aluno; desatualizado; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","true","false","Conferir versão legal/pedagógica e atualizar antes de usar como conteúdo principal."
"storage/content/oab/15-exame/segunda-fase/padrao-de-respostas-direito-tributario-iqr96v.pdf","padrao-de-respostas-direito-tributario-iqr96v.pdf",".pdf","342112","0f9b89788a7d1baea45b7c0db7bbe5224cd81bc884b2dfb6436dc351981bd5dd","storage","PDF","gabarito","gabarito definitivo","OAB","15-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas direito tributario iqr96v","não identificado","padrao de respostas direito tributario iqr96v","","0","0","0","0","0","CTN; CTN.; Lei.","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/15-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-t734op.pdf","gabaritos-definitivos-da-prova-objetiva-1-fase-t734op.pdf",".pdf","290831","5c593b094ad269f599c37cb710850c6bd02aa07d7e4302cbd4071c4be516da95","storage","PDF","gabarito","gabarito definitivo","OAB","16-exame","1ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","gabaritos definitivos da prova objetiva 1 fase t734op","não identificado","gabaritos definitivos da prova objetiva 1 fase t734op","","0","0","0","0","0","","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-1469zy.pdf","gabaritos-preliminares-da-prova-objetiva-1-fase-1469zy.pdf",".pdf","342868","ae0ea0eec03b8c74d12846c2a0baf8f11779ef109e06eac7ae808a334f7ad9d0","storage","PDF","gabarito","gabarito preliminar","OAB","16-exame","1ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","gabaritos preliminares da prova objetiva 1 fase 1469zy","não identificado","gabaritos preliminares da prova objetiva 1 fase 1469zy","","0","0","0","0","0","","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/metadata.json","metadata.json",".json","8384","a412ac15c17931d95bb0cd2a98153dc37451b4de63285569ecbf9fe9bfe96564","storage","JSON","conteúdo não identificado","não identificado","OAB","16º Exame de Ordem Unificado","não identificado","FGV","2026","Direito Constitucional","Gabaritos Definitivos da Prova Objetiva (1ª fase)","não identificado","Gabaritos Definitivos da Prova Objetiva (1ª fase)","","0","0","0","0","0","","2026","conectado à plataforma; requer revisão humana","alta","metadados/diretório/nome; palavras-chave no conteúdo; referenciado por src/components/ui/iphone.jsx, src/contexts/UserContext.jsx, src/pages/Onboarding.jsx","src/components/ui/iphone.jsx; src/pages/Onboarding.jsx","não identificada","","true","false","false","false","false","true","Revisar manualmente metadados, objetivo e uso na interface."
"storage/content/oab/16-exame/provas/caderno-de-prova-01-18yozo.pdf","caderno-de-prova-01-18yozo.pdf",".pdf","663191","47835a26d012b1dddc024857cbe184ab515f1fafed8b78b3e124c54fcf26920d","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de prova 01 18yozo","não identificado","caderno de prova 01 18yozo","","0","0","0","0","0","CPC; lei.; Lei.","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-prova-02-95ox0c.pdf","caderno-de-prova-02-95ox0c.pdf",".pdf","652981","a822ce265bc1b37fa8ab3c5ed1b420f7051a886c9299bd72ffdcb779f682f5b7","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de prova 02 95ox0c","não identificado","caderno de prova 02 95ox0c","","0","0","0","0","0","CPC; lei.; Lei.","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-prova-03-13pdat.pdf","caderno-de-prova-03-13pdat.pdf",".pdf","665484","df4d6b30a2ac44717c23e2fc74f0a7594f29d5b14ad1a546b205a70a9ee28efa","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","não identificada","2014","multidisciplinar ou não identificada","caderno de prova 03 13pdat","não identificado","caderno de prova 03 13pdat","","0","0","0","0","0","CPC; lei.; Lei.","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-prova-04-1yfs87.pdf","caderno-de-prova-04-1yfs87.pdf",".pdf","653622","fc20329f1e596d58cc2bb696fcc1e9d65ba2c063bf28f89e1f62dccd304a9dc1","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","não identificada","","multidisciplinar ou não identificada","caderno de prova 04 1yfs87","não identificado","caderno de prova 04 1yfs87","","0","0","0","0","0","CPC; lei.","não identificada","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-administrativo-edxrv4.pdf","caderno-de-provas-direito-administrativo-edxrv4.pdf",".pdf","687735","66b49f4d6ceb519961db0f1357cbb7d0f265c24a28fb50899a2f54678af9bad0","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","","multidisciplinar ou não identificada","caderno de provas direito administrativo edxrv4","não identificado","caderno de provas direito administrativo edxrv4","","0","0","0","0","0","","não identificada","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-civil-1221zb.pdf","caderno-de-provas-direito-civil-1221zb.pdf",".pdf","679414","de725b157c84d817654c41a594b953924d6b195822b98f6d7c5f1f57f57373c9","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","","multidisciplinar ou não identificada","caderno de provas direito civil 1221zb","não identificado","caderno de provas direito civil 1221zb","","0","0","0","0","0","","não identificada","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-constitucional-rawx81.pdf","caderno-de-provas-direito-constitucional-rawx81.pdf",".pdf","680700","13e3824b4aa30c053bf64a89279611c9f652a40374b23e310a23ecf7a55fbe58","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","2015","multidisciplinar ou não identificada","caderno de provas direito constitucional rawx81","não identificado","caderno de provas direito constitucional rawx81","","0","0","0","0","0","Lei.","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-do-trabalho-17cl7h.pdf","caderno-de-provas-direito-do-trabalho-17cl7h.pdf",".pdf","678077","edab7a2c46d21a2877281f46936188ed6ef5b73cfb160dcf42f4d8a7e55a89a6","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","2014","multidisciplinar ou não identificada","caderno de provas direito do trabalho 17cl7h","não identificado","caderno de provas direito do trabalho 17cl7h","","0","0","0","0","0","CLT","2014","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-empresarial-st7h0d.pdf","caderno-de-provas-direito-empresarial-st7h0d.pdf",".pdf","681229","2d03910c3c9f9cdd11ad3c0ab77f175b85b0696e8b3ea004a5431a8ddb5e379d","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","2012","multidisciplinar ou não identificada","caderno de provas direito empresarial st7h0d","não identificado","caderno de provas direito empresarial st7h0d","","0","0","0","0","0","","2012","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-penal-1n7nnc.pdf","caderno-de-provas-direito-penal-1n7nnc.pdf",".pdf","682133","1e56278a96b038494b1d20e5bf632b55a4fdab512ac68a87f14ae7bd3bdb3193","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","2011","multidisciplinar ou não identificada","caderno de provas direito penal 1n7nnc","não identificado","caderno de provas direito penal 1n7nnc","","0","0","0","0","0","","2011","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/provas/caderno-de-provas-direito-tributario-1lodof.pdf","caderno-de-provas-direito-tributario-1lodof.pdf",".pdf","678978","02abdca1336dc2327c92f14c6eed33b856dac60f72359971ca47a8020ae3c2f0","storage","PDF","prova","prova completa/multidisciplinar","OAB","16-exame","não identificado","FGV","2013","multidisciplinar ou não identificada","caderno de provas direito tributario 1lodof","não identificado","caderno de provas direito tributario 1lodof","","0","0","0","0","0","","2013","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/questoes/questoes-extraidas.json","questoes-extraidas.json",".json","170904","83d9469cd4681513923420490dad5e14d58bde759f1b0cbcc8103d7d9f773838","storage","JSON","banco de questões","questões extraídas/importadas","OAB","OAB","não identificado","FGV","2014","Ética Profissional","16o Exame OAB - Questao 1","não identificado","questoes extraidas","","0","80","0","0","0","CPC; lei.; Lei.; CTN; CDC; CLT","2014","disponível ao aluno; desatualizado; pronto tecnicamente","alta","metadados/diretório/nome; metadados/título/nome; referenciado por scripts/content-miner/cebraspe-local.ts, scripts/content-miner/militar.ts, scripts/content-miner/oab.ts","","Questões","Questao; questoes; questoes_salvas; revisao_questoes","true","false","false","false","true","false","Conferir versão legal/pedagógica e atualizar antes de usar como conteúdo principal."
"storage/content/oab/16-exame/segunda-fase/padrao-de-respostas-definitivo-direito-administrativo-f6ryhz.pdf","padrao-de-respostas-definitivo-direito-administrativo-f6ryhz.pdf",".pdf","129882","561fecd6cae2f9d5ccaf97c307bd38ddbd30514da707dff4644e78d3c54814a7","storage","PDF","gabarito","gabarito definitivo","OAB","16-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas definitivo direito administrativo f6ryhz","não identificado","padrao de respostas definitivo direito administrativo f6ryhz","","0","0","0","0","0","CPC","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/segunda-fase/padrao-de-respostas-definitivo-direito-civil-1jcl7m.pdf","padrao-de-respostas-definitivo-direito-civil-1jcl7m.pdf",".pdf","128329","6e9a4e8f51f0094e610cd8aae13ae012bb9d97517d35b4597e879608fc7d7b97","storage","PDF","gabarito","gabarito definitivo","OAB","16-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas definitivo direito civil 1jcl7m","não identificado","padrao de respostas definitivo direito civil 1jcl7m","","0","0","0","0","0","CPC","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/segunda-fase/padrao-de-respostas-definitivo-direito-constitucional-foyt5x.pdf","padrao-de-respostas-definitivo-direito-constitucional-foyt5x.pdf",".pdf","148434","ad1407ca90d81710127c5f71002abc3c0272512249be2c4183f435f722e7b21a","storage","PDF","gabarito","gabarito definitivo","OAB","16-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas definitivo direito constitucional foyt5x","não identificado","padrao de respostas definitivo direito constitucional foyt5x","","0","0","0","0","0","Lei.","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
"storage/content/oab/16-exame/segunda-fase/padrao-de-respostas-definitivo-direito-do-trabalho-1hsfy5.pdf","padrao-de-respostas-definitivo-direito-do-trabalho-1hsfy5.pdf",".pdf","105697","1fb9f687ed1f17aeb847e5e9c1de305f467d941fadee123f8b3c89d8f1cde790","storage","PDF","gabarito","gabarito definitivo","OAB","16-exame","2ª Fase OAB","não identificada","2015","multidisciplinar ou não identificada","padrao de respostas definitivo direito do trabalho 1hsfy5","não identificado","padrao de respostas definitivo direito do trabalho 1hsfy5","","0","0","0","0","0","CLT; CLT.; CLT 0","2015","disponível ao aluno; pronto tecnicamente","alta","metadados/diretório/nome; PDF de prova/gabarito; referenciado por storage/content/oab/16-exame/metadata.json","","Biblioteca","","true","false","false","false","false","false","Manter e revisar qualidade editorial conforme prioridade do objetivo."
